,step,system_mean_speed,system_total_stopped,system_total_waiting_time,system_mean_waiting_time
0,5.0,13.188785250181985,0,0.0,0.0
1,10.0,13.269827947090754,0,0.0,0.0
2,15.0,13.124297485231253,0,0.0,0.0
3,20.0,13.109102681327796,0,0.0,0.0
4,25.0,13.477905185519566,0,0.0,0.0
5,30.0,13.275866068009393,0,0.0,0.0
6,35.0,13.144135618229582,0,0.0,0.0
7,40.0,13.24465470740722,0,0.0,0.0
8,45.0,13.168191187369276,0,0.0,0.0
9,50.0,12.656186523445777,0,0.0,0.0
10,55.0,11.47328664620537,2,6.0,0.16666666666666666
11,60.0,10.357134433950455,5,28.0,0.7777777777777778
12,65.0,10.46799905988695,3,21.0,0.5833333333333334
13,70.0,11.243300923665409,5,43.0,1.1944444444444444
14,75.0,11.405244410190269,6,70.0,1.4583333333333333
15,80.0,9.881816062382024,7,79.0,1.6458333333333333
16,85.0,9.18310707360114,11,128.0,2.6666666666666665
17,90.0,9.286234133738239,11,150.0,3.125
18,95.0,9.696208359399288,13,215.0,4.479166666666667
19,100.0,10.416377630902732,10,213.0,3.55
20,105.0,10.270859385701142,12,266.0,4.433333333333334
21,110.0,9.839195360334356,14,330.0,5.5
22,115.0,10.331304891858203,6,70.0,1.1864406779661016
23,120.0,11.357667055099547,5,79.0,1.3620689655172413
24,125.0,11.660509754980216,5,36.0,0.5294117647058824
25,130.0,11.04628844491717,6,63.0,0.9402985074626866
26,135.0,10.652861211593729,12,115.0,1.7164179104477613
27,140.0,10.811757919378069,10,154.0,2.3692307692307693
28,145.0,11.381856776422286,10,204.0,2.6842105263157894
29,150.0,10.757721915796543,11,255.0,3.4
30,155.0,10.711595819082195,6,150.0,2.0547945205479454
31,160.0,11.252990033498508,8,187.0,2.6338028169014085
32,165.0,11.408038768735366,9,232.0,3.36231884057971
33,170.0,11.619796521326386,9,277.0,3.5974025974025974
34,175.0,10.887226126117099,8,281.0,3.9027777777777777
35,180.0,10.29651452507839,13,331.0,4.661971830985915
36,185.0,10.550037488348497,9,341.0,5.08955223880597
37,190.0,10.944071712553368,11,391.0,6.015384615384615
38,195.0,10.700222715556073,12,447.0,5.96
39,200.0,10.133120110404679,14,513.0,7.225352112676056
40,205.0,9.65643714482344,15,586.0,8.492753623188406
41,210.0,9.383381606116128,17,667.0,9.955223880597014
42,215.0,9.230658376539841,17,751.0,12.112903225806452
43,220.0,9.213252551393643,18,837.0,11.625
44,225.0,8.493681117965082,20,934.0,13.53623188405797
45,230.0,7.94997232478885,25,1048.0,15.411764705882353
46,235.0,7.904178395795881,24,1162.0,17.34328358208955
47,240.0,7.88061083688487,24,1282.0,20.03125
48,245.0,8.179718219999337,25,1403.0,19.21917808219178
49,250.0,7.970569824152234,17,1064.0,14.777777777777779
50,255.0,8.945399514550704,18,1122.0,15.583333333333334
51,260.0,9.11765199476702,16,1159.0,16.323943661971832
52,265.0,10.090913698191448,18,1249.0,15.231707317073171
53,270.0,9.560392556051566,16,515.0,6.602564102564102
54,275.0,9.807043670784525,11,119.0,1.5256410256410255
55,280.0,10.072337919048332,12,165.0,2.142857142857143
56,285.0,9.85999829292195,19,246.0,3.236842105263158
57,290.0,10.423190247003404,11,154.0,1.7701149425287357
58,295.0,10.57179760385568,14,220.0,2.558139534883721
59,300.0,10.346248120549792,12,187.0,2.2
60,305.0,10.792063354109201,12,214.0,2.6097560975609757
61,310.0,10.829094186547959,11,256.0,3.2
62,315.0,10.694840929609901,13,321.0,3.689655172413793
63,320.0,10.399255544424603,11,293.0,3.447058823529412
64,325.0,10.384051319418058,13,356.0,4.289156626506024
65,330.0,10.672178515319851,11,121.0,1.5125
66,335.0,11.226047391831381,9,155.0,2.039473684210526
67,340.0,11.281323016140176,7,147.0,1.7710843373493976
68,345.0,10.718729548507916,11,191.0,2.3580246913580245
69,350.0,10.383743281016145,14,258.0,3.44
70,355.0,10.138216921077296,15,330.0,4.714285714285714
71,360.0,10.369495989274798,9,147.0,2.130434782608696
72,365.0,11.230879130972342,8,172.0,2.2051282051282053
73,370.0,10.996578877014546,5,100.0,1.3157894736842106
74,375.0,10.724587975695297,9,135.0,1.875
75,380.0,10.9977558509138,11,189.0,2.6619718309859155
76,385.0,11.1293326624228,12,247.0,3.1265822784810124
77,390.0,10.730925968206021,13,312.0,4.16
78,395.0,10.226587769501286,14,381.0,5.366197183098592
79,400.0,9.49687710967629,17,458.0,6.450704225352113
80,405.0,9.162038350196385,20,554.0,8.523076923076923
81,410.0,9.78572422500832,13,452.0,5.87012987012987
82,415.0,9.856040986647734,16,526.0,7.108108108108108
83,420.0,9.524567426668433,8,62.0,0.8857142857142857
84,425.0,10.837719776679322,9,103.0,1.5147058823529411
85,430.0,11.095476325947672,7,117.0,1.828125
86,435.0,11.543891727796673,8,155.0,2.0945945945945947
87,440.0,11.006315833768902,7,148.0,2.0273972602739727
88,445.0,10.56729367126927,12,197.0,2.736111111111111
89,450.0,10.647427305281726,8,80.0,1.1111111111111112
90,455.0,11.17486585622692,9,125.0,1.7361111111111112
91,460.0,11.600017373258767,3,42.0,0.5060240963855421
92,465.0,12.024215453558213,5,65.0,0.8024691358024691
93,470.0,11.788231020216683,6,83.0,1.1066666666666667
94,475.0,11.37374061499123,7,115.0,1.619718309859155
95,480.0,11.120521840069214,10,161.0,2.3333333333333335
96,485.0,11.072549569209146,11,213.0,2.84
97,490.0,10.469132452503647,12,272.0,3.8309859154929575
98,495.0,9.528141655352648,17,344.0,5.134328358208955
99,500.0,9.202520192257861,17,415.0,6.484375
100,505.0,10.121618692656547,17,500.0,6.666666666666667
101,510.0,10.064144730008413,9,192.0,2.5945945945945947
102,515.0,10.155176637839487,10,216.0,3.130434782608696
103,520.0,10.255786086490758,8,79.0,1.234375
104,525.0,10.617372743220736,9,115.0,1.9166666666666667
105,530.0,11.176038104343192,8,127.0,1.8142857142857143
106,535.0,11.388027743183313,8,167.0,2.3857142857142857
107,540.0,10.555911973356618,10,213.0,3.0428571428571427
108,545.0,10.452477789775541,13,277.0,3.9571428571428573
109,550.0,10.391062694122718,13,312.0,4.457142857142857
110,555.0,10.734591147962426,13,377.0,4.597560975609756
111,560.0,9.99656120222448,14,445.0,5.5625
112,565.0,9.936208136112134,17,529.0,6.9605263157894735
113,570.0,9.799466622264196,11,297.0,4.183098591549296
114,575.0,10.406817645298728,11,342.0,4.885714285714286
115,580.0,10.551737548178115,12,400.0,5.194805194805195
116,585.0,10.1418175386855,16,473.0,6.391891891891892
117,590.0,9.762643979513857,16,537.0,7.782608695652174
118,595.0,9.308986837893016,17,621.0,9.132352941176471
119,600.0,9.010350187810891,19,715.0,10.833333333333334
120,605.0,9.106758719362146,22,816.0,10.88
121,610.0,8.913936730871603,17,816.0,11.178082191780822
122,615.0,8.715759494725939,22,912.0,12.845070422535212
123,620.0,8.896129259427207,21,1011.0,14.652173913043478
124,625.0,9.68956341123583,21,1116.0,14.126582278481013
125,630.0,8.724661073539343,21,1196.0,15.333333333333334
126,635.0,8.155785926471994,25,1315.0,17.30263157894737
127,640.0,7.939773265083709,27,1447.0,19.554054054054053
128,645.0,8.076167359405446,28,1587.0,22.041666666666668
129,650.0,9.072239085709489,23,1633.0,19.674698795180724
130,655.0,9.225105188034155,24,1751.0,21.096385542168676
131,660.0,8.839291170453505,25,1875.0,23.14814814814815
132,665.0,7.965419390712643,29,2011.0,26.116883116883116
133,670.0,8.36542552132529,13,544.0,7.253333333333333
134,675.0,10.388879435330763,5,57.0,0.6705882352941176
135,680.0,10.210570858446408,11,95.0,1.130952380952381
136,685.0,9.6333529424388,19,175.0,2.1604938271604937
137,690.0,9.562134459575493,16,214.0,2.6419753086419755
138,695.0,10.07526066673179,12,243.0,3.0759493670886076
139,700.0,10.392006172258773,15,308.0,3.5
140,705.0,10.3096102151258,12,241.0,2.802325581395349
141,710.0,10.320790834690762,15,310.0,3.7349397590361444
142,715.0,10.286892739011188,16,390.0,4.698795180722891
143,720.0,10.347066204385396,14,422.0,5.0843373493975905
