,step,system_mean_speed,system_total_stopped,system_total_waiting_time,system_mean_waiting_time
0,5.0,13.38192186902756,0,0.0,0.0
1,10.0,13.556227299906832,0,0.0,0.0
2,15.0,13.470621065787789,0,0.0,0.0
3,20.0,13.648427652604623,0,0.0,0.0
4,25.0,13.526264590093163,0,0.0,0.0
5,30.0,13.208978629617016,0,0.0,0.0
6,35.0,13.27111319907448,0,0.0,0.0
7,40.0,13.263250505701402,0,0.0,0.0
8,45.0,13.265465036128996,0,0.0,0.0
9,50.0,12.127965777063121,0,0.0,0.0
10,55.0,11.510260985728774,2,10.0,0.2777777777777778
11,60.0,10.53405236938583,3,17.0,0.4722222222222222
12,65.0,10.135919344762875,7,45.0,1.25
13,70.0,10.801232135389503,4,49.0,1.3611111111111112
14,75.0,11.474690319562088,4,69.0,1.4375
15,80.0,10.812667671278575,6,96.0,2.0
16,85.0,10.274682051434036,7,66.0,1.375
17,90.0,10.375940980530084,9,106.0,2.2083333333333335
18,95.0,10.797374013558676,5,42.0,0.875
19,100.0,11.795316499744056,6,70.0,1.1666666666666667
20,105.0,11.290202461356662,6,93.0,1.55
21,110.0,10.488114428876788,11,136.0,2.3448275862068964
22,115.0,10.713854205055918,5,84.0,1.4736842105263157
23,120.0,11.29681092841473,7,117.0,2.0526315789473686
24,125.0,11.449458532979397,4,105.0,1.5441176470588236
25,130.0,10.979750185273868,8,138.0,2.090909090909091
26,135.0,10.517756926228692,13,196.0,3.0625
27,140.0,10.688300807116821,7,87.0,1.403225806451613
28,145.0,11.468913620915803,8,123.0,1.7083333333333333
29,150.0,11.25717212010528,4,76.0,1.0555555555555556
30,155.0,11.073479828555556,7,104.0,1.5757575757575757
31,160.0,10.8406524197889,11,153.0,2.3181818181818183
32,165.0,10.584323246017624,12,212.0,3.212121212121212
33,170.0,11.050823665540788,8,115.0,1.4935064935064934
34,175.0,11.05977368639348,9,158.0,2.2253521126760565
35,180.0,10.473207948216919,12,213.0,3.1323529411764706
36,185.0,10.090721814234996,11,252.0,3.876923076923077
37,190.0,10.46981246700746,13,317.0,4.876923076923077
38,195.0,10.092132086040003,16,385.0,5.065789473684211
39,200.0,9.105268630947037,16,453.0,6.205479452054795
40,205.0,8.845323512982738,21,554.0,8.028985507246377
41,210.0,8.882213103677609,15,474.0,7.292307692307692
42,215.0,9.076570006797084,15,549.0,8.578125
43,220.0,9.630153197326791,18,630.0,8.4
44,225.0,9.293489306839206,18,720.0,9.863013698630137
45,230.0,8.768174485726378,23,820.0,11.38888888888889
46,235.0,8.483907823284436,23,935.0,13.55072463768116
47,240.0,8.006586446745446,25,1056.0,16.246153846153845
48,245.0,9.138552032781805,12,263.0,3.506666666666667
49,250.0,10.578613278006461,10,253.0,3.3733333333333335
50,255.0,10.803472556405756,5,8.0,0.10810810810810811
51,260.0,11.441476966347812,9,46.0,0.6301369863013698
52,265.0,12.016163024746334,8,83.0,0.9880952380952381
53,270.0,11.138404257480436,12,128.0,1.6
54,275.0,10.788347455072692,7,62.0,0.8051948051948052
55,280.0,11.09873324561062,10,104.0,1.368421052631579
56,285.0,11.638540792578898,7,67.0,0.8933333333333333
57,290.0,12.14028767613603,7,102.0,1.1724137931034482
58,295.0,11.6501441493612,8,140.0,1.6470588235294117
59,300.0,11.406093579690985,9,172.0,2.15
60,305.0,10.782169395071602,12,223.0,2.973333333333333
61,310.0,11.017020367277626,9,223.0,3.140845070422535
62,315.0,11.265238024264766,9,268.0,3.392405063291139
63,320.0,10.870135946909667,12,320.0,4.266666666666667
64,325.0,10.269547696062666,14,383.0,5.2465753424657535
65,330.0,9.74263684198055,16,460.0,6.865671641791045
66,335.0,9.294101628755477,19,548.0,8.5625
67,340.0,10.058712903258712,9,114.0,1.5833333333333333
68,345.0,10.836331911782931,7,90.0,1.2857142857142858
69,350.0,10.887521825751703,9,134.0,1.9420289855072463
70,355.0,11.064903414387503,10,182.0,2.716417910447761
71,360.0,11.205965404834028,11,236.0,3.6307692307692307
72,365.0,10.993750709798913,11,291.0,3.9863013698630136
73,370.0,10.167099645977729,11,174.0,2.4857142857142858
74,375.0,10.485248951439065,13,236.0,3.4705882352941178
75,380.0,10.242101589605767,15,307.0,4.582089552238806
76,385.0,10.710450746955939,15,382.0,4.897435897435898
77,390.0,10.110869059531675,17,462.0,5.923076923076923
78,395.0,9.88596213106117,14,447.0,5.96
79,400.0,9.948586286752061,16,523.0,7.579710144927536
80,405.0,10.071747232808518,6,78.0,1.2380952380952381
81,410.0,11.384422271750966,5,90.0,1.2162162162162162
82,415.0,10.867850340478999,11,131.0,1.8450704225352113
83,420.0,10.690699904396988,12,187.0,2.710144927536232
84,425.0,10.386221511696657,10,192.0,2.782608695652174
85,430.0,10.686519353113848,11,247.0,3.579710144927536
86,435.0,11.101309045655778,7,198.0,2.6052631578947367
87,440.0,11.039681529949947,9,236.0,3.1052631578947367
88,445.0,10.90892967597452,7,243.0,3.1973684210526314
89,450.0,10.913618646415038,10,289.0,3.958904109589041
90,455.0,11.091062028533301,9,316.0,4.450704225352113
91,460.0,11.5555459466209,10,362.0,4.525
92,465.0,11.036314656598046,5,57.0,0.7702702702702703
93,470.0,11.35992341126894,6,56.0,0.8
94,475.0,11.036097369506965,9,95.0,1.4179104477611941
95,480.0,10.803228572060295,11,148.0,2.276923076923077
96,485.0,11.050380180341321,11,176.0,2.3157894736842106
97,490.0,10.447576448690912,14,235.0,3.219178082191781
98,495.0,9.434941635579845,17,312.0,4.588235294117647
99,500.0,9.456831326913886,18,387.0,5.863636363636363
100,505.0,10.126952771664463,18,477.0,6.36
101,510.0,9.56197795340803,11,232.0,3.267605633802817
102,515.0,9.911789192034806,13,285.0,4.071428571428571
103,520.0,10.07875500135187,14,354.0,5.2835820895522385
104,525.0,10.151332581273024,15,425.0,6.4393939393939394
105,530.0,11.007070088085031,5,87.0,1.16
106,535.0,11.29571498709316,4,68.0,0.9315068493150684
107,540.0,10.896281037457266,7,48.0,0.6666666666666666
108,545.0,10.907637109284854,9,92.0,1.3142857142857143
109,550.0,11.137509987168334,7,87.0,1.2608695652173914
110,555.0,11.782230920894142,7,122.0,1.5061728395061729
111,560.0,11.34530718472972,9,161.0,2.0641025641025643
112,565.0,10.740651188275892,11,212.0,2.717948717948718
113,570.0,10.507357296343468,15,279.0,3.77027027027027
114,575.0,10.4352958171046,12,319.0,4.6911764705882355
115,580.0,10.709995145346973,13,384.0,5.12
116,585.0,10.22703716805396,15,455.0,6.148648648648648
117,590.0,9.605477396431324,18,540.0,7.605633802816901
118,595.0,9.794596259408523,9,206.0,3.0294117647058822
119,600.0,10.849836226016356,9,237.0,3.761904761904762
120,605.0,11.031808631185122,10,283.0,3.9305555555555554
121,610.0,10.53142823930853,8,64.0,0.927536231884058
122,615.0,10.823470375723367,10,109.0,1.676923076923077
123,620.0,11.389213959155736,4,42.0,0.6461538461538462
124,625.0,12.47321165622924,4,62.0,0.8051948051948052
125,630.0,12.39325429836998,2,34.0,0.4473684210526316
126,635.0,11.558016046163571,5,50.0,0.684931506849315
127,640.0,11.460653327437143,9,92.0,1.2777777777777777
128,645.0,11.410409248843099,9,137.0,1.9295774647887325
129,650.0,11.796250170487117,6,133.0,1.6625
130,655.0,11.56071869794306,7,164.0,2.1298701298701297
131,660.0,11.055066150986317,10,209.0,2.943661971830986
132,665.0,10.357421075542355,12,265.0,4.015151515151516
133,670.0,10.774956877738749,5,44.0,0.676923076923077
134,675.0,11.693020334827406,5,69.0,0.92
135,680.0,11.42163114706122,8,100.0,1.4285714285714286
136,685.0,10.48287064963918,12,148.0,2.3492063492063493
137,690.0,10.035019842552177,14,210.0,3.3870967741935485
138,695.0,9.982373443134911,11,242.0,4.033333333333333
139,700.0,10.493133242807012,11,297.0,4.183098591549296
140,705.0,10.119742004104909,15,364.0,5.352941176470588
141,710.0,9.487909755384575,16,440.0,6.666666666666667
142,715.0,9.377427775555622,13,322.0,4.953846153846154
143,720.0,9.950146444912157,14,391.0,6.109375
144,725.0,9.865156243270768,16,468.0,6.157894736842105
145,730.0,8.871577173485981,21,558.0,7.9714285714285715
146,735.0,8.52301146184595,19,585.0,8.863636363636363
147,740.0,8.71048816792306,22,687.0,10.409090909090908
148,745.0,9.65425978137545,17,705.0,9.4
149,750.0,9.338187484687102,18,791.0,10.546666666666667
150,755.0,9.7605569112195,7,138.0,1.8904109589041096
151,760.0,10.841320944735077,6,65.0,0.9027777777777778
152,765.0,10.887227979430062,6,26.0,0.36619718309859156
153,770.0,11.558719215334309,9,67.0,0.8375
154,775.0,11.609860805518728,7,81.0,1.051948051948052
155,780.0,10.97195175646632,9,119.0,1.5657894736842106
156,785.0,10.703059092046452,8,115.0,1.5333333333333334
157,790.0,10.868163530673916,11,163.0,2.232876712328767
158,795.0,11.277671275384094,11,218.0,2.6265060240963853
159,800.0,10.619455945410516,13,277.0,3.3373493975903616
160,805.0,10.828653341265943,7,91.0,1.1518987341772151
161,810.0,10.86347157893559,6,79.0,1.025974025974026
162,815.0,10.738706167730092,8,33.0,0.4583333333333333
163,820.0,11.170253617456853,9,77.0,1.0
164,825.0,10.945878456739845,7,66.0,0.9166666666666666
165,830.0,11.038926782549607,8,102.0,1.457142857142857
166,835.0,11.428401948093628,3,45.0,0.6521739130434783
167,840.0,12.035824084537193,4,62.0,0.9117647058823529
168,845.0,11.911077142829019,4,82.0,1.0789473684210527
169,850.0,11.140833166783587,7,113.0,1.547945205479452
170,855.0,10.869018171518274,8,67.0,0.9571428571428572
171,860.0,11.188319757614497,9,109.0,1.5797101449275361
172,865.0,11.40485762780849,6,83.0,1.0375
173,870.0,11.513144334862217,8,119.0,1.5454545454545454
174,875.0,11.070666270177666,7,116.0,1.6338028169014085
175,880.0,10.78362039964265,8,155.0,2.3484848484848486
176,885.0,11.315874705892664,3,35.0,0.5384615384615384
177,890.0,12.358877584266105,3,50.0,0.6666666666666666
178,895.0,12.34678159632372,3,65.0,0.9701492537313433
179,900.0,11.953799567554217,5,87.0,1.359375
180,905.0,11.15197012028388,5,47.0,0.746031746031746
181,910.0,11.175076326551064,9,89.0,1.459016393442623
182,915.0,11.594899969325514,9,134.0,1.8356164383561644
183,920.0,10.867835837433294,11,182.0,2.6
184,925.0,9.829386286965478,14,246.0,3.671641791044776
185,930.0,9.664576953204069,13,260.0,4.0625
186,935.0,10.050601200670057,14,329.0,5.306451612903226
187,940.0,10.357733488399818,14,392.0,5.444444444444445
188,945.0,9.3633273374323,16,469.0,7.106060606060606
189,950.0,9.481528509255202,10,242.0,3.8412698412698414
190,955.0,10.430755767310659,10,292.0,4.709677419354839
191,960.0,10.646968459080558,9,310.0,5.166666666666667
192,965.0,11.18265266755716,9,355.0,5.0
193,970.0,10.294124113718032,5,59.0,0.855072463768116
194,975.0,10.695175041489467,9,64.0,0.9411764705882353
195,980.0,10.585662241158456,10,98.0,1.4411764705882353
196,985.0,11.200646362444918,11,153.0,1.9125
197,990.0,10.835270621406094,9,178.0,2.2531645569620253
198,995.0,10.84332570689984,13,236.0,3.1466666666666665
199,1000.0,10.476098912491686,12,291.0,3.9863013698630136
200,1005.0,10.523447574317048,14,358.0,5.042253521126761
201,1010.0,10.905784613378632,13,418.0,5.291139240506329
202,1015.0,10.295121981546817,14,485.0,6.554054054054054
203,1020.0,9.659626813505513,14,350.0,5.0
204,1025.0,9.446062659695249,17,427.0,6.188405797101449
205,1030.0,9.424829639286655,18,513.0,7.544117647058823
206,1035.0,9.75212529864708,19,606.0,8.08
207,1040.0,9.19507489970713,18,685.0,9.51388888888889
208,1045.0,8.642387024511814,24,792.0,11.314285714285715
209,1050.0,8.338524632263601,25,914.0,13.441176470588236
210,1055.0,8.49708659963004,18,869.0,13.166666666666666
211,1060.0,9.656896906587315,19,962.0,12.493506493506494
212,1065.0,9.101361505638703,21,1041.0,13.88
213,1070.0,8.737966268694844,23,1153.0,15.373333333333333
214,1075.0,8.594862709747492,24,1265.0,17.328767123287673
215,1080.0,8.336611336644385,25,1390.0,19.305555555555557
216,1085.0,8.665085903858682,27,1522.0,18.337349397590362
217,1090.0,8.081107894848358,17,390.0,4.814814814814815
218,1095.0,9.910338427152567,12,154.0,1.9493670886075949
219,1100.0,9.950295063436355,14,202.0,2.6233766233766236
220,1105.0,10.455050969747692,18,286.0,3.25
221,1110.0,10.07313850916179,14,316.0,3.7176470588235295
