,step,system_mean_speed,system_total_stopped,system_total_waiting_time,system_mean_waiting_time
0,5.0,13.079648922663125,0,0.0,0.0
1,10.0,13.376836591791625,0,0.0,0.0
2,15.0,12.982258092947182,0,0.0,0.0
3,20.0,13.06547429059814,0,0.0,0.0
4,25.0,13.553844918287913,0,0.0,0.0
5,30.0,13.183969035404706,0,0.0,0.0
6,35.0,13.129857472371631,0,0.0,0.0
7,40.0,13.46740216826978,0,0.0,0.0
8,45.0,13.222114242459618,0,0.0,0.0
9,50.0,13.115768126475379,0,0.0,0.0
10,55.0,12.044322877141543,1,1.0,0.027777777777777776
11,60.0,10.511872533724905,5,14.0,0.3888888888888889
12,65.0,10.59070292333427,3,22.0,0.6111111111111112
13,70.0,10.619903841838628,6,44.0,1.2222222222222223
14,75.0,11.23510214857525,3,25.0,0.5208333333333334
15,80.0,10.9547554396573,5,46.0,0.9583333333333334
16,85.0,10.506177839550098,8,82.0,1.7083333333333333
17,90.0,10.028955642146842,7,86.0,1.7916666666666667
18,95.0,10.457135936261318,9,128.0,2.6666666666666665
19,100.0,11.172881785925666,6,111.0,1.85
20,105.0,10.881546260201976,7,145.0,2.4166666666666665
21,110.0,10.551312523309385,9,184.0,3.066666666666667
22,115.0,10.615485150507165,10,234.0,3.9661016949152543
23,120.0,10.422479726067902,12,288.0,4.9655172413793105
24,125.0,10.82899395539798,7,240.0,3.5294117647058822
25,130.0,10.5221575336874,10,285.0,4.318181818181818
26,135.0,10.151432400803866,13,347.0,5.338461538461538
27,140.0,10.199847374042006,10,384.0,6.193548387096774
28,145.0,11.00986563923827,12,443.0,6.23943661971831
29,150.0,10.186643068944466,13,504.0,7.304347826086956
30,155.0,10.000601976432922,15,575.0,8.455882352941176
31,160.0,9.631094008635651,13,522.0,7.791044776119403
32,165.0,9.943092161278772,13,587.0,8.893939393939394
33,170.0,10.055591072298084,16,658.0,8.657894736842104
34,175.0,9.811448735017391,16,738.0,9.972972972972974
35,180.0,9.333637103610284,19,829.0,11.356164383561644
36,185.0,8.999374556519182,20,927.0,13.242857142857142
37,190.0,8.67955714185754,21,1031.0,15.388059701492537
38,195.0,8.70432934623038,23,1140.0,15.0
39,200.0,8.143766210609957,19,583.0,8.097222222222221
40,205.0,8.43689621958345,16,366.0,5.228571428571429
41,210.0,8.709360582667669,10,103.0,1.4927536231884058
42,215.0,9.518372834755688,13,160.0,2.318840579710145
43,220.0,10.401379981551175,15,233.0,2.9125
44,225.0,10.189561033236064,12,175.0,2.1875
45,230.0,9.829507587314161,17,246.0,3.236842105263158
46,235.0,9.865963868945384,16,321.0,4.397260273972603
47,240.0,9.823397379005133,16,401.0,5.493150684931507
48,245.0,10.333548983745214,11,279.0,3.3214285714285716
49,250.0,10.749729549799241,8,247.0,2.9404761904761907
50,255.0,10.529327015950114,11,296.0,3.566265060240964
51,260.0,10.471174281724311,14,346.0,4.325
52,265.0,10.399204798492693,15,417.0,4.738636363636363
53,270.0,10.18520296289103,7,73.0,0.8795180722891566
54,275.0,10.807913932191164,7,82.0,1.0379746835443038
55,280.0,10.856949570518351,11,125.0,1.6025641025641026
56,285.0,10.823766962131614,11,180.0,2.5
57,290.0,11.180206834582615,9,200.0,2.4691358024691357
58,295.0,11.191412011683418,10,247.0,3.1265822784810124
59,300.0,10.670979636249823,11,301.0,3.858974358974359
60,305.0,10.252992154833477,15,372.0,4.96
61,310.0,10.082028433476552,14,393.0,5.535211267605634
62,315.0,10.32789712009685,15,464.0,5.8734177215189876
63,320.0,10.467922421835064,13,505.0,6.4743589743589745
64,325.0,9.69958971341108,16,576.0,7.48051948051948
65,330.0,10.1024337896606,6,71.0,1.0
66,335.0,11.57392618600842,3,42.0,0.6176470588235294
67,340.0,11.644210593472225,4,24.0,0.3116883116883117
68,345.0,11.20543716849044,9,57.0,0.7916666666666666
69,350.0,10.584232358187489,11,107.0,1.5507246376811594
70,355.0,10.600827271596035,10,143.0,2.072463768115942
71,360.0,10.933227311905467,11,198.0,3.0
72,365.0,11.5585509007922,5,101.0,1.294871794871795
73,370.0,11.88108126898873,6,127.0,1.6493506493506493
74,375.0,11.652332914633217,8,145.0,1.8831168831168832
75,380.0,11.402140155214019,9,188.0,2.5753424657534247
76,385.0,11.501673003000114,5,46.0,0.5897435897435898
77,390.0,10.68887074543161,12,84.0,1.12
78,395.0,10.344144355463408,15,153.0,2.25
79,400.0,10.080057186505305,15,228.0,3.4029850746268657
80,405.0,10.245064622720948,12,218.0,3.40625
81,410.0,10.428788419685896,13,279.0,3.72
82,415.0,9.620528052772439,16,354.0,4.8493150684931505
83,420.0,9.670595323274826,13,300.0,4.225352112676056
84,425.0,10.184338139955026,13,356.0,5.476923076923077
85,430.0,10.03173358201444,12,391.0,6.306451612903226
86,435.0,10.443243213915283,13,455.0,6.319444444444445
87,440.0,10.52811245755323,13,507.0,7.041666666666667
88,445.0,10.412666596725998,14,573.0,8.185714285714285
89,450.0,10.01481746058816,16,648.0,9.257142857142858
90,455.0,10.092195536567262,16,724.0,10.647058823529411
91,460.0,10.161293045140788,16,804.0,10.177215189873417
92,465.0,9.726162180074413,19,893.0,12.232876712328768
93,470.0,9.025239899335762,20,989.0,13.929577464788732
94,475.0,8.615727277172244,23,1101.0,16.432835820895523
95,480.0,7.970826755129763,23,1196.0,18.4
96,485.0,8.238022119005478,27,1323.0,17.64
97,490.0,7.733934600245173,27,1454.0,20.194444444444443
98,495.0,7.637842044707482,29,1598.0,22.507042253521128
99,500.0,7.48803414875197,29,1743.0,25.26086956521739
100,505.0,9.033616332361836,13,429.0,5.3625
101,510.0,10.24836978415248,9,266.0,3.367088607594937
102,515.0,10.488206751692303,13,280.0,3.5443037974683542
103,520.0,10.203382045884391,16,357.0,4.697368421052632
104,525.0,10.248093017465909,17,430.0,5.8108108108108105
105,530.0,10.696067145165493,18,516.0,6.070588235294117
106,535.0,10.402719456803554,18,606.0,7.129411764705883
107,540.0,9.578097384616381,23,708.0,8.53012048192771
108,545.0,9.603729857954352,18,381.0,4.646341463414634
109,550.0,10.217612382135712,16,384.0,4.7407407407407405
110,555.0,10.693771223247285,12,160.0,1.7582417582417582
111,560.0,10.581348810812937,10,76.0,0.9156626506024096
112,565.0,9.95155928029142,11,87.0,1.12987012987013
113,570.0,10.27148523401354,15,161.0,2.175675675675676
114,575.0,10.247934265003314,14,210.0,2.9577464788732395
115,580.0,10.346713883919582,15,281.0,3.4691358024691357
116,585.0,9.756784194366684,20,370.0,4.6835443037974684
117,590.0,9.271772159537507,21,472.0,6.12987012987013
118,595.0,9.086857278798288,23,585.0,7.8
119,600.0,8.963015938655207,23,700.0,9.45945945945946
120,605.0,8.937017486484924,25,821.0,9.658823529411764
121,610.0,8.128996140084821,29,957.0,11.814814814814815
122,615.0,7.864410643799536,31,1107.0,14.192307692307692
123,620.0,7.77118304733378,31,1262.0,16.605263157894736
124,625.0,8.674178411774127,19,832.0,9.788235294117648
125,630.0,9.397439721972727,17,785.0,9.936708860759493
126,635.0,9.517102548627623,17,870.0,11.6
127,640.0,9.343169144035874,21,966.0,13.232876712328768
128,645.0,9.182978831915062,21,1071.0,14.67123287671233
129,650.0,9.457855825614077,23,1164.0,13.857142857142858
130,655.0,8.992793043725609,24,1280.0,15.238095238095237
131,660.0,8.728194990335975,24,1364.0,16.634146341463413
132,665.0,8.791595857493398,27,1494.0,18.444444444444443
133,670.0,9.022555513815522,25,1599.0,19.9875
134,675.0,9.712192190017122,25,1724.0,18.73913043478261
135,680.0,8.87366080507475,26,1851.0,21.275862068965516
136,685.0,8.481973083089208,29,1992.0,23.162790697674417
137,690.0,7.758478559437531,29,2137.0,28.493333333333332
138,695.0,7.663886358753953,30,2286.0,30.89189189189189
139,700.0,7.940528330867017,28,2341.0,27.541176470588237
140,705.0,7.460968531668485,32,2495.0,30.426829268292682
141,710.0,7.328395846852261,36,2669.0,32.548780487804876
142,715.0,7.163944161313812,35,2839.0,35.936708860759495
143,720.0,6.818909101468355,36,3015.0,39.671052631578945
144,725.0,7.411016712398055,36,3195.0,37.151162790697676
145,730.0,6.684622692848897,40,3383.0,39.8
