step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
0.0,0,0.0,0.0,0.0
5.0,0,0.0,0.0,14.192803534805394
10.0,0,0.0,0.0,13.725339960044863
15.0,0,0.0,0.0,13.921063902898373
20.0,0,0.0,0.0,13.634076282841766
25.0,0,0.0,0.0,13.828208220482255
30.0,0,0.0,0.0,13.602142260281747
35.0,0,0.0,0.0,13.710974261925164
40.0,0,0.0,0.0,13.61665827132714
45.0,0,0.0,0.0,13.738738841004588
50.0,0,0.0,0.0,12.358315996409408
55.0,3,7.0,0.5833333333333334,8.990778553004299
60.0,5,19.0,1.5833333333333333,4.752948809683859
65.0,7,53.0,4.416666666666667,5.627790965811943
70.0,6,77.0,6.416666666666667,5.603144602889401
75.0,6,107.0,4.458333333333333,9.54506080888299
80.0,2,42.0,1.75,10.661984624920375
85.0,2,52.0,2.1666666666666665,11.828916315743584
90.0,2,62.0,2.5833333333333335,12.152776461156401
95.0,2,72.0,3.0,12.109686579872204
100.0,2,82.0,3.4166666666666665,12.229886694393095
105.0,2,92.0,3.8333333333333335,12.163686536954566
110.0,2,102.0,4.434782608695652,11.879258489062352
115.0,2,112.0,5.333333333333333,11.832021084667849
120.0,2,122.0,5.809523809523809,11.877736202592475
125.0,2,132.0,6.6,11.788372824116312
130.0,3,143.0,7.526315789473684,8.741512844130673
135.0,6,168.0,9.882352941176471,5.663797418217122
140.0,9,210.0,15.0,4.257499651354949
145.0,9,255.0,10.2,8.323492292326614
150.0,9,300.0,11.538461538461538,8.624404362293744
155.0,5,105.0,4.038461538461538,9.15948761956405
160.0,5,130.0,5.0,10.301780762022808
165.0,2,68.0,2.6153846153846154,11.344243640755995
170.0,2,78.0,3.0,12.030453835054983
175.0,2,88.0,3.3846153846153846,11.9722243829395
180.0,2,98.0,3.769230769230769,12.018858465295965
185.0,2,108.0,4.32,11.898002531735047
190.0,2,118.0,4.72,11.974820607217193
195.0,2,128.0,5.565217391304348,11.658682340536979
200.0,3,139.0,6.043478260869565,8.97683192025239
205.0,9,167.0,7.260869565217392,7.389523955849107
210.0,9,212.0,9.636363636363637,7.255519550207685
215.0,9,257.0,12.85,6.843427698223539
220.0,8,285.0,9.5,9.5158411950199
225.0,8,325.0,11.206896551724139,9.797902821572313
230.0,4,114.0,4.384615384615385,10.132190704743392
235.0,4,134.0,5.153846153846154,11.285447199666915
240.0,0,0.0,0.0,12.162018468507982
245.0,0,0.0,0.0,13.37929746000503
250.0,0,0.0,0.0,13.608244732028597
255.0,0,0.0,0.0,13.51700368744807
260.0,0,0.0,0.0,13.473979246217029
265.0,0,0.0,0.0,12.97915588875117
270.0,0,0.0,0.0,11.228772481626285
275.0,3,10.0,0.43478260869565216,10.3090770783604
280.0,5,34.0,1.7,10.424743274121195
285.0,5,59.0,2.95,10.441910180349277
290.0,4,66.0,2.2758620689655173,11.293662684374691
295.0,4,86.0,3.3076923076923075,11.123716732146583
300.0,5,110.0,4.583333333333333,10.767907500785837
305.0,5,135.0,5.625,10.636766842211136
310.0,4,146.0,6.083333333333333,10.981949514530681
315.0,4,166.0,7.217391304347826,10.826577741961579
320.0,4,186.0,8.454545454545455,10.585610412166089
325.0,4,206.0,10.3,10.136525222165357
330.0,4,226.0,11.894736842105264,9.942809799930657
335.0,4,246.0,12.947368421052632,10.045674515122931
340.0,4,266.0,14.0,9.868490620898356
345.0,4,286.0,15.052631578947368,8.524194433526535
350.0,7,313.0,18.41176470588235,4.69902470724952
355.0,11,364.0,21.41176470588235,4.261279565415319
360.0,7,374.0,22.0,5.599461522071408
365.0,7,409.0,14.10344827586207,9.758225983404865
370.0,8,445.0,15.344827586206897,9.54681594639707
375.0,8,485.0,16.724137931034484,9.5019902428679
380.0,8,525.0,18.103448275862068,9.611295099262058
385.0,8,565.0,19.482758620689655,9.5942931693074
390.0,8,605.0,20.862068965517242,9.410752272826947
395.0,8,645.0,23.88888888888889,9.340444609625873
400.0,8,685.0,26.346153846153847,9.17678950972876
405.0,8,725.0,27.884615384615383,9.03107467135668
410.0,0,0.0,0.0,10.337710158581224
415.0,2,4.0,0.16,10.229634438898296
420.0,3,10.0,0.45454545454545453,9.26959898717002
425.0,4,30.0,1.5,10.306401953771424
430.0,3,40.0,2.0,10.501077517334673
435.0,4,57.0,1.78125,11.319470699775
440.0,2,44.0,1.375,12.116689096240696
445.0,2,54.0,1.6875,12.471072861923805
450.0,2,64.0,2.0,12.336373331116684
455.0,2,74.0,2.3125,12.374865992424514
460.0,2,84.0,2.625,12.43521013876429
465.0,2,94.0,3.1333333333333333,12.295299930710742
470.0,2,104.0,4.0,12.149948345631477
475.0,2,114.0,4.956521739130435,11.903104493179129
480.0,2,124.0,6.2,11.514574424157118
485.0,3,135.0,6.75,10.53178426048245
490.0,5,152.0,8.0,7.923784281845464
495.0,6,182.0,11.375,7.729934343160565
500.0,5,189.0,11.8125,8.156309520365443
505.0,5,214.0,8.23076923076923,10.540124434421081
510.0,4,226.0,8.37037037037037,10.911287295466822
515.0,4,246.0,9.461538461538462,11.52127375480477
520.0,4,266.0,10.23076923076923,11.387828497018113
525.0,4,286.0,11.0,11.488198320998256
530.0,4,306.0,12.24,11.25023851639741
535.0,4,326.0,13.583333333333334,11.083597040716777
540.0,4,346.0,14.416666666666666,11.087321955561274
545.0,4,366.0,16.636363636363637,10.783584563705878
550.0,4,386.0,19.3,10.39478892345127
555.0,4,406.0,21.36842105263158,10.154763441319227
560.0,5,429.0,23.833333333333332,7.226330920674779
565.0,6,458.0,25.444444444444443,5.692703722192376
570.0,9,496.0,27.555555555555557,6.337801040829066
575.0,7,526.0,30.941176470588236,6.151060409121645
580.0,8,565.0,19.482758620689655,9.368680088516326
585.0,8,605.0,21.607142857142858,9.275827274927892
590.0,8,645.0,23.035714285714285,9.266596034096711
595.0,8,685.0,24.464285714285715,9.281098130762633
600.0,8,725.0,25.892857142857142,9.328560022442526
605.0,6,673.0,24.035714285714285,9.61151005110822
610.0,6,703.0,25.107142857142858,10.31871052993181
615.0,6,733.0,27.14814814814815,10.122304026780117
620.0,6,763.0,30.52,9.946945266713369
625.0,6,793.0,36.04545454545455,9.285359553337523
630.0,7,825.0,37.5,8.64414196405379
635.0,7,860.0,39.09090909090909,7.135609217812777
640.0,11,910.0,45.5,5.1383041270656165
645.0,10,953.0,47.65,5.339235859516211
650.0,11,1006.0,31.4375,8.339170707241509
655.0,11,1061.0,33.15625,8.311975816200695
660.0,8,1029.0,33.193548387096776,8.767810327146384
665.0,8,1069.0,35.63333333333333,9.487088591993698
670.0,8,1109.0,36.96666666666667,9.539442621387773
675.0,8,1149.0,38.3,9.57791037968492
680.0,8,1189.0,39.63333333333333,9.630773601046686
685.0,8,1229.0,40.96666666666667,9.595620098549176
690.0,8,1269.0,42.3,9.465155029678487
695.0,8,1309.0,48.48148148148148,9.095257508109865
700.0,2,106.0,4.076923076923077,9.006114752716332
705.0,2,6.0,0.23076923076923078,9.625498247285803
710.0,6,30.0,1.3043478260869565,7.698009304287167
715.0,8,69.0,3.0,7.173640580355731
720.0,9,114.0,5.181818181818182,7.092804781185365
725.0,6,117.0,3.5454545454545454,9.64364116967006
730.0,6,147.0,4.454545454545454,10.24229757800238
735.0,6,177.0,5.53125,10.260322819995075
740.0,6,207.0,6.46875,10.225775205996367
745.0,6,237.0,7.40625,10.265657438643874
750.0,6,267.0,8.34375,10.307946885735626
755.0,6,297.0,9.28125,10.260950222216822
760.0,6,327.0,11.275862068965518,9.93655219755644
765.0,6,357.0,12.75,9.758277030953918
770.0,4,252.0,9.692307692307692,9.703639799680548
775.0,5,275.0,11.458333333333334,9.12042873558561
780.0,3,14.0,0.6086956521739131,7.816989264654278
785.0,6,39.0,1.7727272727272727,8.210713374155562
790.0,5,54.0,2.7,9.153494951376373
795.0,5,79.0,2.5483870967741935,10.700586515519593
