,system_mean_speed,system_mean_waiting_time,step,system_total_stopped,system_total_waiting_time
0,12.834872438023806,0.0,5.0,0,0.0
1,12.884758831519697,0.0,10.0,0,0.0
2,12.934604986038977,0.0,15.0,0,0.0
3,12.885992906349154,0.0,20.0,0,0.0
4,13.049466966412817,0.0,25.0,0,0.0
5,12.860884486988484,0.0,30.0,0,0.0
6,12.89865957388521,0.0,35.0,0,0.0
7,13.062281428576126,0.0,40.0,0,0.0
8,12.979712704033423,0.0,45.0,0,0.0
9,12.665441210704431,0.0,50.0,0,0.0
10,10.521996997746122,0.25,55.0,1,3.0
11,6.869989254876589,0.5,60.0,4,6.0
12,6.122599670559315,2.4166666666666665,65.0,5,29.0
13,7.141042532427658,2.9166666666666665,70.0,3,35.0
14,10.78319970138834,2.0833333333333335,75.0,3,50.0
15,11.703566982832378,1.0833333333333333,80.0,2,26.0
16,12.166270073627802,1.5,85.0,2,36.0
17,12.197472183728806,1.9166666666666667,90.0,2,46.0
18,12.288683621639583,2.3333333333333335,95.0,2,56.0
19,12.624720810136816,0.0,100.0,0,0.0
20,13.21683571793974,0.0,105.0,0,0.0
21,13.31585811569471,0.0,110.0,0,0.0
22,13.286233586244213,0.0,115.0,0,0.0
23,13.296836703180887,0.0,120.0,0,0.0
24,11.525853723705467,0.0,125.0,0,0.0
25,6.901577735184331,0.631578947368421,130.0,4,12.0
26,5.07776130850763,3.176470588235294,135.0,10,54.0
27,3.7622657737115897,5.714285714285714,140.0,8,80.0
28,8.946282827661985,4.769230769230769,145.0,9,124.0
29,9.47071919618669,3.5,150.0,5,91.0
30,10.68051835070499,4.461538461538462,155.0,5,116.0
31,10.733938132553858,5.64,160.0,5,141.0
32,10.614077725004902,6.64,165.0,5,166.0
33,11.049355669499871,6.48,170.0,4,162.0
34,11.175393635748705,7.583333333333333,175.0,4,182.0
35,11.054664435391054,8.416666666666666,180.0,4,202.0
36,11.162345729261995,9.25,185.0,4,222.0
37,11.082136742894532,10.521739130434783,190.0,4,242.0
38,9.515720586321656,11.954545454545455,195.0,5,263.0
39,8.166747002297479,13.857142857142858,200.0,6,291.0
40,7.946721957689345,15.285714285714286,205.0,6,321.0
41,5.685732196003677,21.058823529411764,210.0,8,358.0
42,5.0310305527515045,23.647058823529413,215.0,9,402.0
43,8.517252137744372,15.551724137931034,220.0,10,451.0
44,8.714501916206506,17.275862068965516,225.0,10,501.0
45,8.845121413299523,19.0,230.0,10,551.0
46,10.08044824033757,1.7586206896551724,235.0,2,51.0
47,12.025546626618327,2.1785714285714284,240.0,2,61.0
48,12.737927384190924,2.5357142857142856,245.0,2,71.0
49,12.65631752318726,2.892857142857143,250.0,2,81.0
50,12.513702724894568,3.5,255.0,2,91.0
51,12.519482743635814,4.208333333333333,260.0,2,101.0
52,12.23161207047131,4.826086956521739,265.0,2,111.0
53,10.435147784984844,5.260869565217392,270.0,2,121.0
54,9.264987210687615,6.304347826086956,275.0,7,145.0
55,8.12559777667095,7.090909090909091,280.0,5,156.0
56,9.130904760934776,8.636363636363637,285.0,7,190.0
57,10.890542233273074,6.633333333333334,290.0,5,199.0
58,11.251082144605837,8.0,295.0,5,224.0
59,11.076445986317125,9.222222222222221,300.0,5,249.0
60,11.02496493047886,10.148148148148149,305.0,5,274.0
61,11.259458225384366,11.5,310.0,5,299.0
62,11.116225448740655,12.461538461538462,315.0,5,324.0
63,10.94137987583862,13.96,320.0,5,349.0
64,11.019579250290608,14.96,325.0,5,374.0
65,11.793143150857713,2.04,330.0,1,51.0
66,12.18247519328211,2.4347826086956523,335.0,1,56.0
67,10.794568538198648,3.0476190476190474,340.0,2,64.0
68,8.544953430939133,4.15,345.0,5,83.0
69,6.916588709545565,6.277777777777778,350.0,7,113.0
70,6.894866497061227,7.411764705882353,355.0,7,126.0
71,7.881405583751566,9.470588235294118,360.0,7,161.0
72,10.095640546102087,6.758620689655173,365.0,7,196.0
73,10.24289358076069,7.9655172413793105,370.0,7,231.0
74,10.329077853024693,9.172413793103448,375.0,7,266.0
75,11.059824033873992,2.206896551724138,380.0,2,64.0
76,12.445950517649722,2.5517241379310347,385.0,2,74.0
77,12.578570529714598,3.0,390.0,2,84.0
78,12.457557479214065,3.6153846153846154,395.0,2,94.0
79,12.440999515789777,4.521739130434782,400.0,2,104.0
80,12.15642406065854,5.7,405.0,2,114.0
81,11.402980298059633,6.526315789473684,410.0,2,124.0
82,9.741371137449411,7.2631578947368425,415.0,3,138.0
83,8.449174855831721,8.473684210526315,420.0,6,161.0
84,7.820289829949172,9.31578947368421,425.0,5,177.0
85,7.676081969937276,11.777777777777779,430.0,8,212.0
86,9.489543808629609,8.689655172413794,435.0,8,252.0
87,9.715071976366838,10.068965517241379,440.0,8,292.0
88,10.166855522431222,9.23076923076923,445.0,4,240.0
89,11.24917942631529,10.0,450.0,4,260.0
90,11.155079846924686,10.76923076923077,455.0,4,280.0
91,11.129945479207722,11.538461538461538,460.0,4,300.0
92,11.254178872834938,12.307692307692308,465.0,4,320.0
93,11.027257205221224,14.166666666666666,470.0,4,340.0
94,10.875928101004028,15.0,475.0,4,360.0
95,10.466103725686853,17.272727272727273,480.0,4,380.0
96,9.353689720951325,20.0,485.0,4,400.0
97,8.479145319404406,21.25,490.0,5,425.0
98,7.103599248969994,22.3,495.0,6,446.0
99,7.171622496268495,24.2,500.0,9,484.0
100,9.604891829636346,0.7931034482758621,505.0,3,23.0
101,10.96489667403531,1.4482758620689655,510.0,4,42.0
102,11.127699630201693,2.2142857142857144,515.0,4,62.0
103,11.978452157278682,0.0,520.0,0,0.0
104,12.708072579748649,0.0,525.0,0,0.0
105,12.872121920351336,0.0,530.0,0,0.0
106,12.915427002176411,0.0,535.0,0,0.0
107,12.757194892516013,0.0,540.0,0,0.0
108,12.640056850858384,0.0,545.0,0,0.0
109,12.735170342482977,0.0,550.0,0,0.0
110,11.849226996751916,0.0,555.0,0,0.0
111,10.946968562869488,0.3181818181818182,560.0,2,7.0
112,9.61690405867189,1.05,565.0,3,21.0
