step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.244701699921906,0,0.0,0.9586592240186474,0,0.0
10.0,0,0.0,0.0,12.88237493381161,0,0.0,0.932106061425892,0,0.0
15.0,0,0.0,0.0,13.123882429726118,0,0.0,0.9496573211131208,0,0.0
20.0,0,0.0,0.0,13.31791872538107,0,0.0,0.96290534435646,0,0.0
25.0,0,0.0,0.0,13.077973918825785,0,0.0,0.946287746918283,0,0.0
30.0,0,0.0,0.0,13.25713152304665,0,0.0,0.9590956769829965,0,0.0
35.0,0,0.0,0.0,13.322659028318059,0,0.0,0.9642329965068835,0,0.0
40.0,0,0.0,0.0,13.156023267314543,0,0.0,0.9530036995119416,0,0.0
45.0,0,0.0,0.0,13.225464498292856,0,0.0,0.9569453370193184,0,0.0
50.0,0,0.0,0.0,12.469796790380839,0,0.0,0.9088751579049252,0,0.0
55.0,2,6.0,0.5,9.129838273382772,2,6.0,0.6850858058071857,2,6.0
60.0,3,20.0,1.6666666666666667,6.969360438942604,3,20.0,0.49921735052354194,3,20.0
65.0,6,43.0,3.5833333333333335,6.346492210414271,6,43.0,0.22828460241657222,6,43.0
70.0,4,46.0,3.8333333333333335,6.828545539348912,4,52.0,0.20613784351983924,4,52.0
75.0,4,66.0,2.75,9.868678387538486,4,66.0,0.6449693309443767,4,66.0
80.0,5,91.0,3.7916666666666665,10.03102241837482,5,91.0,0.6628563328910387,5,91.0
85.0,5,116.0,4.833333333333333,10.345849852573751,5,116.0,0.676025025776339,5,116.0
90.0,3,91.0,3.7916666666666665,10.82917150173003,3,91.0,0.7680642713296113,3,91.0
95.0,3,106.0,4.416666666666667,11.257676840583075,3,106.0,0.7656403368227285,3,106.0
100.0,3,121.0,5.041666666666667,11.238082672857194,3,121.0,0.7584003750021355,3,121.0
105.0,3,136.0,5.913043478260869,11.249852026321957,3,136.0,0.7744051831528,3,136.0
110.0,3,151.0,6.565217391304348,10.992115277211047,3,151.0,0.7534775199683598,3,151.0
115.0,3,166.0,7.217391304347826,10.926183616203126,3,166.0,0.7479901923987783,3,166.0
120.0,3,181.0,8.619047619047619,10.887036804657228,3,181.0,0.7592969586969934,3,181.0
125.0,3,196.0,10.31578947368421,9.735152216010162,3,196.0,0.6921433928135312,3,196.0
130.0,4,216.0,11.368421052631579,7.981625151557597,4,216.0,0.5248022132385541,4,216.0
135.0,9,249.0,14.647058823529411,4.685072597823518,9,249.0,0.21680870949615655,9,249.0
140.0,7,223.0,13.117647058823529,5.897570135438812,7,227.0,0.28258708339177846,7,227.0
145.0,8,260.0,9.285714285714286,8.927320431482858,8,260.0,0.5941172929745815,8,260.0
150.0,8,300.0,10.344827586206897,9.17838193896178,8,300.0,0.5758645997040656,8,300.0
