step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
0.0,0,0.0,0.0,0.0
5.0,0,0.0,0.0,13.534352744449338
10.0,0,0.0,0.0,13.635313786822095
15.0,0,0.0,0.0,13.252028051478277
20.0,0,0.0,0.0,13.552746425347593
25.0,0,0.0,0.0,14.28688085552644
30.0,0,0.0,0.0,13.849514760830106
35.0,0,0.0,0.0,13.805591477087289
40.0,0,0.0,0.0,13.949051393292317
45.0,0,0.0,0.0,14.090874473112535
50.0,0,0.0,0.0,13.183407705599102
55.0,1,2.0,0.05555555555555555,12.670463741087453
60.0,2,9.0,0.25,12.053280378552465
65.0,2,8.0,0.2222222222222222,12.098230627423073
70.0,4,22.0,0.6111111111111112,12.056277983986954
75.0,5,38.0,0.7916666666666666,11.479819133438388
80.0,8,71.0,1.4791666666666667,10.191014133602707
85.0,7,58.0,1.2083333333333333,10.256084143831023
90.0,10,104.0,2.1666666666666665,10.658035243636931
95.0,6,71.0,1.4791666666666667,11.163216088909067
100.0,6,101.0,1.7413793103448276,11.601552738548238
105.0,2,38.0,0.6551724137931034,11.399743864970848
110.0,5,57.0,1.0178571428571428,11.522225239085259
115.0,3,18.0,0.32142857142857145,11.959114427957218
120.0,4,36.0,0.6666666666666666,12.097577249821255
125.0,2,25.0,0.3787878787878788,12.412607527102438
130.0,4,42.0,0.65625,11.678498474958541
135.0,6,46.0,0.7301587301587301,11.13095812469936
140.0,9,89.0,1.435483870967742,11.270428808970719
145.0,4,50.0,0.704225352112676,12.02838035089519
150.0,4,70.0,1.0144927536231885,12.162823953874058
155.0,2,5.0,0.07462686567164178,11.72500263177128
160.0,5,27.0,0.4153846153846154,12.026686441097953
165.0,3,31.0,0.5,11.96718667009195
170.0,6,55.0,0.7746478873239436,11.99944058114773
175.0,7,49.0,0.7,11.144386193042491
180.0,13,102.0,1.59375,10.414378076701029
185.0,9,100.0,1.6129032258064515,10.718095121197408
190.0,9,145.0,2.377049180327869,11.44892974467485
195.0,2,37.0,0.5285714285714286,11.57755035492849
200.0,7,59.0,0.8676470588235294,11.556712724809008
205.0,5,33.0,0.5076923076923077,11.403257392357961
210.0,8,68.0,1.0793650793650793,11.326032009957375
215.0,7,78.0,1.3,11.566492614637504
220.0,7,113.0,1.6376811594202898,11.753386656044825
225.0,4,41.0,0.6119402985074627,11.072896455873451
230.0,7,73.0,1.0895522388059702,11.312754039664334
235.0,3,24.0,0.38095238095238093,11.839628079768252
240.0,3,39.0,0.6290322580645161,12.282478861815239
245.0,1,15.0,0.2054794520547945,12.103363785828819
250.0,7,38.0,0.5352112676056338,11.728952335970037
255.0,7,46.0,0.6571428571428571,11.482960725044636
260.0,8,86.0,1.34375,11.428719306187539
265.0,5,67.0,0.9710144927536232,11.714458384286091
270.0,6,94.0,1.4029850746268657,11.754249341200733
275.0,2,20.0,0.30303030303030304,12.00344674825817
280.0,5,39.0,0.6,11.84140860089013
285.0,4,41.0,0.6612903225806451,12.031225962664461
290.0,5,64.0,0.9014084507042254,11.920588650711224
295.0,4,44.0,0.6376811594202898,11.284725810792297
300.0,8,81.0,1.3278688524590163,11.092231779668895
305.0,5,42.0,0.7,10.999260273788515
310.0,7,74.0,1.2542372881355932,11.565347378299514
315.0,2,22.0,0.30985915492957744,12.347473633262304
320.0,2,32.0,0.463768115942029,12.060518206611818
325.0,5,30.0,0.45454545454545453,11.396755356233056
330.0,8,64.0,1.0491803278688525,11.31092551091784
335.0,7,70.0,1.1666666666666667,11.314979438876547
340.0,7,105.0,1.5217391304347827,11.571013019447197
345.0,4,60.0,0.9090909090909091,11.346969688601694
350.0,6,88.0,1.3333333333333333,11.29284399650261
355.0,3,30.0,0.4918032786885246,11.82118286932554
360.0,4,48.0,0.8275862068965517,11.866816255648132
365.0,2,28.0,0.4057971014492754,11.680862503094707
370.0,7,53.0,0.7910447761194029,11.293715391318043
375.0,9,65.0,1.0,10.944029914133475
380.0,9,110.0,1.746031746031746,10.892649678008649
385.0,5,69.0,0.9583333333333334,11.756136548729598
390.0,5,94.0,1.3428571428571427,12.151616318826285
395.0,2,23.0,0.3333333333333333,11.644030100136417
400.0,7,46.0,0.696969696969697,11.456092087004992
405.0,4,32.0,0.5079365079365079,11.754090873799628
410.0,6,57.0,0.7808219178082192,11.934395464891654
415.0,7,61.0,0.8714285714285714,11.472646861425584
420.0,9,102.0,1.5692307692307692,10.940964726969783
425.0,6,46.0,0.7419354838709677,10.894610642041021
430.0,7,77.0,1.2622950819672132,11.477104604857818
435.0,4,41.0,0.5774647887323944,11.857719810913386
440.0,5,65.0,0.9285714285714286,11.829067563018409
445.0,6,45.0,0.6617647058823529,11.171109231928506
450.0,8,84.0,1.3333333333333333,11.468899599164537
455.0,5,60.0,0.9836065573770492,11.621235442778595
460.0,7,88.0,1.2222222222222223,11.631503518381797
465.0,2,29.0,0.4264705882352941,11.239517361420678
470.0,6,56.0,0.8615384615384616,11.571133899530118
475.0,2,20.0,0.3076923076923077,12.087296160325804
480.0,3,34.0,0.5483870967741935,12.434635289013332
485.0,3,14.0,0.208955223880597,12.2387618617823
490.0,6,38.0,0.5846153846153846,11.780943635296131
495.0,6,32.0,0.5,11.140007551842052
500.0,8,71.0,1.2033898305084745,11.32258686065819
505.0,5,69.0,0.9857142857142858,12.033365142318877
510.0,5,94.0,1.3428571428571427,11.990511476923352
515.0,1,20.0,0.2898550724637681,12.074520720415146
520.0,4,34.0,0.53125,12.050342293340236
525.0,4,21.0,0.3442622950819672,11.966862801081213
530.0,5,42.0,0.6176470588235294,12.027657381449147
535.0,5,46.0,0.696969696969697,11.154855687486293
540.0,9,81.0,1.265625,10.61424851828643
545.0,7,60.0,0.967741935483871,10.897213574537611
550.0,7,95.0,1.532258064516129,11.4455314744685
555.0,2,32.0,0.4444444444444444,11.857523403181865
560.0,5,49.0,0.6901408450704225,11.70668034880779
565.0,4,23.0,0.34328358208955223,11.44958749676628
570.0,5,47.0,0.746031746031746,11.407008036235775
575.0,5,45.0,0.7627118644067796,11.516497291368735
580.0,6,72.0,1.0588235294117647,11.813368291012472
585.0,3,23.0,0.3382352941176471,11.320586768041618
590.0,6,50.0,0.7575757575757576,11.517822432774503
595.0,4,14.0,0.2222222222222222,11.590545274639569
600.0,4,34.0,0.5483870967741935,11.805226988579603
605.0,4,41.0,0.6029411764705882,11.855312385772068
610.0,7,69.0,1.0454545454545454,11.636544316838718
615.0,6,44.0,0.6984126984126984,11.161793275691448
620.0,7,77.0,1.2622950819672132,11.06195728063688
625.0,5,36.0,0.5070422535211268,11.682983063793289
630.0,6,62.0,0.9393939393939394,11.576825156929697
635.0,3,20.0,0.30303030303030304,11.250351921664274
640.0,4,38.0,0.59375,11.536435380075222
645.0,4,28.0,0.4444444444444444,11.804283551135288
650.0,4,48.0,0.6575342465753424,11.96032430051517
655.0,5,49.0,0.7101449275362319,11.47696126472248
660.0,8,80.0,1.1594202898550725,11.101074031991168
665.0,5,23.0,0.3484848484848485,11.07170593733272
670.0,6,51.0,0.7846153846153846,11.728761954168219
675.0,2,25.0,0.3472222222222222,12.063302703610962
680.0,6,43.0,0.6056338028169014,11.773936854956114
685.0,6,30.0,0.43478260869565216,11.60698677091684
690.0,8,63.0,0.9545454545454546,11.095499218985905
695.0,7,76.0,1.2063492063492063,11.361588291939254
700.0,8,112.0,1.6231884057971016,11.193255143666278
705.0,4,56.0,0.8235294117647058,10.743665425900273
710.0,7,86.0,1.34375,11.340847383900112
715.0,4,34.0,0.5396825396825397,11.740515294945007
720.0,4,54.0,0.8852459016393442,12.018910414012186
725.0,2,35.0,0.5303030303030303,12.347863182761756
730.0,4,50.0,0.7692307692307693,11.601165092589023
735.0,5,28.0,0.4444444444444444,11.181844647722027
740.0,8,62.0,1.0,11.395716608667856
745.0,5,61.0,0.8356164383561644,12.053141319931857
750.0,5,86.0,1.2463768115942029,12.039066988041316
755.0,3,39.0,0.5909090909090909,11.304274160053218
760.0,7,65.0,1.0317460317460319,11.148859662618348
765.0,5,38.0,0.6229508196721312,11.38413653326896
770.0,5,63.0,0.875,12.090205013073364
775.0,3,56.0,0.8115942028985508,11.459956845038473
780.0,10,96.0,1.4328358208955223,10.653998803662283
785.0,5,47.0,0.746031746031746,10.79421932323024
790.0,7,78.0,1.2580645161290323,11.229290932748487
795.0,3,49.0,0.6805555555555556,11.950578840750564
800.0,4,68.0,1.0,11.62852168674252
805.0,4,29.0,0.43283582089552236,11.287742579203817
810.0,6,58.0,0.8923076923076924,11.401505994896148
815.0,7,48.0,0.8,11.040562890781215
820.0,7,83.0,1.1857142857142857,11.474004140631763
825.0,2,27.0,0.391304347826087,11.527782927370337
830.0,4,42.0,0.6363636363636364,11.675589800345461
835.0,2,10.0,0.15625,12.168272887718924
840.0,2,20.0,0.3125,12.304338673070388
845.0,2,17.0,0.24285714285714285,12.365485153419034
850.0,3,30.0,0.45454545454545453,12.321400816602226
855.0,4,14.0,0.21212121212121213,11.413200509037605
860.0,8,51.0,0.8360655737704918,11.090697013874138
865.0,5,43.0,0.6142857142857143,11.652955595243176
870.0,5,68.0,1.0,11.688013032953195
875.0,1,14.0,0.21212121212121213,11.523390551058116
880.0,5,27.0,0.421875,11.454433133616224
885.0,4,23.0,0.38333333333333336,11.635691412178527
890.0,4,43.0,0.6056338028169014,12.121972844484707
895.0,4,36.0,0.5217391304347826,11.623484950771799
900.0,6,61.0,0.9242424242424242,11.276427349077574
905.0,5,28.0,0.45161290322580644,10.942804736326082
910.0,6,58.0,0.9508196721311475,11.02606065215115
915.0,4,39.0,0.5416666666666666,11.567475573311327
920.0,5,61.0,0.8714285714285714,11.595048524194825
925.0,5,44.0,0.6567164179104478,11.138883193037675
930.0,8,75.0,1.171875,11.198244816673451
935.0,5,53.0,0.828125,11.319709016393723
940.0,5,78.0,1.1142857142857143,11.60905797524546
945.0,4,27.0,0.39705882352941174,11.259793241657645
950.0,6,54.0,0.8181818181818182,11.51383934275042
955.0,5,32.0,0.5,11.26625326660606
960.0,5,57.0,0.9193548387096774,11.85123083715497
965.0,3,51.0,0.7285714285714285,11.816365229869234
970.0,6,76.0,1.1692307692307693,11.617330478207474
975.0,6,41.0,0.6307692307692307,10.777146253135616
980.0,8,78.0,1.2380952380952381,11.057268680457982
985.0,4,45.0,0.6164383561643836,11.728919105317278
990.0,5,66.0,0.9565217391304348,11.808900733092454
995.0,2,7.0,0.10144927536231885,11.2160773712396
1000.0,7,34.0,0.5,11.364902952540968
1005.0,6,47.0,0.746031746031746,11.34903203754565
1010.0,7,82.0,1.1388888888888888,11.882362471147399
1015.0,5,79.0,1.144927536231884,11.497280100349254
1020.0,10,119.0,1.803030303030303,10.973336269586238
1025.0,6,49.0,0.765625,11.16772885056043
1030.0,6,79.0,1.253968253968254,11.802126728705378
1035.0,6,109.0,1.5571428571428572,11.93695485372891
1040.0,4,43.0,0.6323529411764706,11.55279702150958
1045.0,6,70.0,1.0294117647058822,11.860641679008744
1050.0,3,30.0,0.46875,11.709265226129045
1055.0,7,58.0,0.9354838709677419,11.675688836607582
1060.0,5,64.0,0.927536231884058,11.25784623991089
1065.0,9,100.0,1.492537313432836,10.661337055157817
1070.0,7,60.0,0.9090909090909091,10.82418497114303
1075.0,7,95.0,1.4615384615384615,11.737762773292513
1080.0,1,14.0,0.22580645161290322,12.148065058744084
1085.0,1,19.0,0.2638888888888889,12.543186800696724
1090.0,4,10.0,0.14492753623188406,11.743727503191081
1095.0,7,41.0,0.6212121212121212,11.479200538118855
1100.0,7,60.0,0.967741935483871,11.296048665355457
1105.0,8,98.0,1.3611111111111112,11.789447936683334
1110.0,4,62.0,0.8985507246376812,11.548314371895804
1115.0,7,91.0,1.4,10.947867808570159
1120.0,2,13.0,0.20634920634920634,11.319754663504071
1125.0,4,33.0,0.5409836065573771,11.780936864388917
1130.0,4,30.0,0.43478260869565216,12.357361757417475
1135.0,5,51.0,0.7611940298507462,11.82464766391765
1140.0,6,45.0,0.6923076923076923,11.592509383214798
1145.0,6,75.0,1.1904761904761905,11.778991588769887
1150.0,3,29.0,0.47540983606557374,11.775541617580057
1155.0,4,49.0,0.7,12.311952502364084
1160.0,2,5.0,0.07352941176470588,11.879293852490534
1165.0,5,25.0,0.373134328358209,12.007188474170784
1170.0,6,31.0,0.484375,11.728295815504648
1175.0,7,63.0,1.0161290322580645,11.697077467261757
1180.0,5,69.0,0.9583333333333334,11.576337695384927
1185.0,11,109.0,1.6029411764705883,10.903464017857303
1190.0,6,56.0,0.875,10.92813869223572
1195.0,7,91.0,1.467741935483871,11.617866815871142
1200.0,3,33.0,0.55,11.754672639253751
1205.0,5,51.0,0.7285714285714285,12.058370007490577
1210.0,5,28.0,0.4057971014492754,11.645884630928625
1215.0,8,63.0,0.9692307692307692,11.646221639398675
