step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.71737634493512,0,0.0,0.9409905067214949,0,0.0
10.0,0,0.0,0.0,13.612616450743372,0,0.0,0.9342445347208893,0,0.0
15.0,0,0.0,0.0,13.927177491747473,0,0.0,0.9549475398421817,0,0.0
20.0,0,0.0,0.0,13.800809697919613,0,0.0,0.9466793712575354,0,0.0
25.0,0,0.0,0.0,14.018116618149847,0,0.0,0.9619926605495793,0,0.0
30.0,0,0.0,0.0,13.890308807645,0,0.0,0.9528968417374517,0,0.0
35.0,0,0.0,0.0,13.851924243266936,0,0.0,0.9501973940135297,0,0.0
40.0,0,0.0,0.0,13.913199758300957,0,0.0,0.9537533358089051,0,0.0
45.0,0,0.0,0.0,13.643633071506443,0,0.0,0.9359662444317299,0,0.0
50.0,0,0.0,0.0,12.899792752738897,0,0.0,0.9010191120902334,0,0.0
55.0,1,2.0,0.16666666666666666,8.725556200046578,1,2.0,0.5855820078820371,1,2.0
60.0,6,22.0,1.8333333333333333,3.532565021204325,6,22.0,0.13292881370557547,6,22.0
65.0,6,45.0,3.75,4.600542517389993,6,45.0,1.240484172867083e-06,6,45.0
70.0,6,75.0,6.25,6.7011746917075135,6,75.0,0.0,6,75.0
75.0,6,105.0,4.375,9.894192991625287,6,105.0,0.6331145093416642,6,105.0
80.0,6,135.0,5.625,9.763905288858536,6,135.0,0.6224396961964656,6,135.0
85.0,6,165.0,6.875,9.817892926455361,6,165.0,0.6175335991197818,6,165.0
90.0,6,195.0,8.125,9.767643416661615,6,195.0,0.6204540885284071,6,195.0
95.0,6,225.0,9.375,9.895572603710578,6,225.0,0.6318962680464634,6,225.0
100.0,6,255.0,10.625,9.898340680131342,6,255.0,0.6269456930974497,6,255.0
105.0,2,92.0,4.0,10.399766956878345,2,137.0,0.7696672015300526,2,137.0
110.0,2,102.0,4.434782608695652,11.974849702968664,2,102.0,0.8127304271769779,2,102.0
115.0,2,112.0,4.869565217391305,12.138199068776627,2,112.0,0.8100543655831035,2,112.0
120.0,2,122.0,5.809523809523809,12.011782115611839,2,122.0,0.817982084341603,2,122.0
125.0,2,132.0,6.947368421052632,11.180063198161383,2,132.0,0.7420687986097338,2,132.0
130.0,4,148.0,7.7894736842105265,9.495043807283187,4,148.0,0.5710335730542521,4,148.0
135.0,3,162.0,9.0,7.81630806408239,3,162.0,0.2908554706577635,3,162.0
140.0,6,191.0,10.61111111111111,8.372792803653057,6,191.0,0.12279588397195673,6,191.0
145.0,7,226.0,7.793103448275862,10.513218734459578,7,226.0,0.6274049700493423,7,226.0
150.0,6,238.0,7.933333333333334,10.512426900122813,6,238.0,0.6403989578023646,6,238.0
155.0,6,268.0,8.933333333333334,10.92657828808813,6,268.0,0.6405596526823353,6,268.0
160.0,6,298.0,10.275862068965518,10.791145354125332,6,298.0,0.6263821579674701,6,298.0
165.0,6,328.0,12.615384615384615,10.252278029805979,6,328.0,0.625474556108865,6,328.0
170.0,6,358.0,13.76923076923077,10.334452042944788,6,358.0,0.6384327242188299,6,358.0
175.0,6,388.0,15.52,10.142267589601417,6,388.0,0.6297113168656083,6,388.0
180.0,2,89.0,3.56,10.561558009622997,2,172.0,0.7280941050318808,2,172.0
185.0,2,99.0,4.125,11.853663700804807,2,99.0,0.8246921368736512,2,99.0
190.0,2,109.0,4.541666666666667,12.09834431907494,2,109.0,0.8125742240119108,2,109.0
195.0,0,0.0,0.0,12.356222950750405,0,0.0,0.9307759776867904,0,0.0
200.0,1,2.0,0.1,11.273673191752739,1,2.0,0.6999403558529558,1,2.0
205.0,4,15.0,0.75,8.659182024854932,4,15.0,0.17386467590256496,4,15.0
210.0,5,30.0,1.5,8.896759420879325,5,30.0,0.06430117742505005,5,30.0
215.0,6,58.0,3.0526315789473686,9.000560568568472,6,58.0,8.978000160841215e-05,6,58.0
220.0,6,88.0,2.933333333333333,10.590925305636894,6,88.0,0.6335539910814103,6,88.0
225.0,6,118.0,3.933333333333333,10.614095703782345,6,118.0,0.6314342761403547,6,118.0
230.0,6,148.0,4.933333333333334,10.65907902839499,6,148.0,0.6300236303302257,6,148.0
235.0,6,178.0,5.933333333333334,10.764795068991198,6,178.0,0.6400982659453995,6,178.0
240.0,6,208.0,7.703703703703703,10.44539331663379,6,208.0,0.6486486461027093,6,208.0
245.0,6,238.0,8.814814814814815,10.340734506148967,6,238.0,0.636588560873082,6,238.0
250.0,6,268.0,10.72,9.931193270442108,6,268.0,0.633778388448893,6,268.0
255.0,6,298.0,12.416666666666666,9.873559864024598,6,298.0,0.6365842036427838,6,298.0
260.0,6,328.0,16.4,9.326590964651693,6,328.0,0.63199491049196,6,328.0
265.0,6,358.0,18.842105263157894,8.610988578076114,6,358.0,0.5888015900791685,6,358.0
270.0,2,119.0,6.611111111111111,8.522437435767877,2,182.0,0.6312798571556009,2,182.0
