step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
0.0,0,0.0,0.0,0.0
5.0,0,0.0,0.0,13.422451511805647
10.0,0,0.0,0.0,13.206520480906208
15.0,0,0.0,0.0,13.329737093618922
20.0,0,0.0,0.0,13.43922639792351
25.0,0,0.0,0.0,13.957504643460034
30.0,0,0.0,0.0,13.539373414249331
35.0,0,0.0,0.0,13.621532691442653
40.0,0,0.0,0.0,13.4185159778027
45.0,0,0.0,0.0,13.56787241269056
50.0,0,0.0,0.0,13.095665874428372
55.0,0,0.0,0.0,12.182995345299265
60.0,4,11.0,0.3055555555555556,10.878081174010253
65.0,6,34.0,0.9444444444444444,10.345986443168952
70.0,7,69.0,1.9166666666666667,10.711029644981627
75.0,5,75.0,1.5625,10.826978520482507
80.0,9,113.0,2.3541666666666665,10.291874771234589
85.0,4,40.0,0.8333333333333334,10.106979118941295
90.0,8,71.0,1.4791666666666667,10.544833842822362
95.0,3,38.0,0.7916666666666666,11.549124123835192
100.0,3,53.0,0.8833333333333333,11.894250483755819
105.0,4,58.0,0.9666666666666667,11.811731362466832
110.0,5,82.0,1.3898305084745763,11.289206019814518
115.0,6,91.0,1.5964912280701755,10.99748974071848
120.0,9,129.0,2.3035714285714284,10.668856795304979
125.0,5,123.0,1.8088235294117647,11.288883562722289
130.0,8,158.0,2.323529411764706,11.31074096033532
135.0,5,43.0,0.6615384615384615,10.686263062232173
140.0,8,81.0,1.2857142857142858,11.226526784582857
145.0,7,65.0,0.9154929577464789,11.674325430545618
150.0,7,100.0,1.492537313432836,11.53681117228934
155.0,5,57.0,0.8507462686567164,11.253463014532807
160.0,8,90.0,1.4285714285714286,11.357193632520998
165.0,2,18.0,0.2903225806451613,11.405271816092991
170.0,4,34.0,0.4788732394366197,11.973884788181046
175.0,4,22.0,0.30985915492957744,11.88661599393952
180.0,7,48.0,0.6956521739130435,11.511732710795416
185.0,6,42.0,0.6268656716417911,11.290125692007475
190.0,8,80.0,1.2121212121212122,11.14570853272736
195.0,5,53.0,0.726027397260274,11.358069204936852
200.0,6,81.0,1.125,11.460429749213153
205.0,3,30.0,0.44776119402985076,11.928715274889445
210.0,4,47.0,0.7121212121212122,12.023206583449698
215.0,2,12.0,0.19047619047619047,12.352570362459227
220.0,4,26.0,0.37142857142857144,12.100679082151023
225.0,4,32.0,0.47761194029850745,12.061668458276307
230.0,8,63.0,0.984375,11.462408122336207
235.0,5,48.0,0.7868852459016393,11.444371184727816
240.0,6,78.0,1.3,11.82431111602219
245.0,2,12.0,0.17142857142857143,12.0157781028725
250.0,4,26.0,0.38235294117647056,11.902887878458635
255.0,6,27.0,0.421875,11.59780641861445
260.0,7,59.0,0.9833333333333333,11.578285799733825
265.0,5,60.0,0.8571428571428571,12.112974232775192
270.0,7,88.0,1.3134328358208955,11.745332816335292
275.0,4,31.0,0.4696969696969697,10.825507449883924
280.0,8,67.0,1.046875,11.09885054679756
285.0,5,47.0,0.746031746031746,11.535599702691908
290.0,5,72.0,0.972972972972973,12.31474080814563
295.0,4,53.0,0.7464788732394366,11.777238182633633
300.0,10,88.0,1.353846153846154,11.261559032371013
305.0,6,89.0,1.435483870967742,11.382631151452237
310.0,6,119.0,1.9833333333333334,11.881247993050577
315.0,4,105.0,1.5217391304347827,12.167272095824087
320.0,8,133.0,1.9850746268656716,11.574444301594879
325.0,3,22.0,0.3333333333333333,11.777811955496219
330.0,5,43.0,0.671875,12.138287172173655
335.0,2,32.0,0.5161290322580645,12.461782457111315
340.0,2,42.0,0.6,13.018848758675375
345.0,4,58.0,0.8405797101449275,12.10274015284124
350.0,8,91.0,1.421875,11.818655944652825
355.0,6,45.0,0.7377049180327869,11.598415227461931
360.0,6,75.0,1.271186440677966,11.936829923882609
365.0,7,67.0,0.9710144927536232,10.994894783105897
370.0,11,118.0,1.7878787878787878,11.222619444071835
375.0,7,87.0,1.403225806451613,11.053290777387794
380.0,8,127.0,2.1166666666666667,11.698171786930907
385.0,1,16.0,0.23880597014925373,12.444510519491725
390.0,1,21.0,0.3230769230769231,12.218361400284135
395.0,3,12.0,0.1875,11.995676635128365
400.0,6,36.0,0.5806451612903226,11.932729351132343
405.0,5,50.0,0.8333333333333334,12.09271925718001
410.0,7,78.0,1.1142857142857143,12.217577097564211
415.0,3,30.0,0.44776119402985076,11.928267233713727
420.0,6,57.0,0.890625,11.576141564941013
425.0,3,36.0,0.5714285714285714,11.686470389803294
430.0,5,60.0,1.0169491525423728,12.038018329741945
435.0,4,41.0,0.6212121212121212,12.176557620743798
440.0,6,65.0,1.0,11.64606606921272
445.0,8,58.0,0.90625,10.986950991752769
450.0,11,104.0,1.7333333333333334,10.76633332187951
455.0,6,53.0,0.9137931034482759,11.016793442261228
460.0,6,83.0,1.1857142857142857,11.612762659064723
465.0,5,37.0,0.5522388059701493,11.612320870077298
470.0,7,68.0,1.0625,11.59466127043733
475.0,4,51.0,0.8095238095238095,12.054647422364065
480.0,5,73.0,1.1774193548387097,12.260145674902292
485.0,2,29.0,0.4142857142857143,12.219435858443905
490.0,4,45.0,0.6923076923076923,11.956374196118885
495.0,4,33.0,0.515625,11.283799213097044
500.0,9,71.0,1.1451612903225807,11.240349125629177
505.0,4,39.0,0.5342465753424658,11.732646736461126
510.0,4,59.0,0.8309859154929577,11.455507047952063
515.0,8,51.0,0.75,10.932561547568508
520.0,10,95.0,1.532258064516129,10.799952809087799
525.0,6,63.0,1.0677966101694916,11.010775001843282
530.0,7,95.0,1.3970588235294117,11.477270599160876
535.0,4,43.0,0.6615384615384615,11.458549858072537
540.0,6,69.0,1.0615384615384615,11.459753050885473
545.0,5,30.0,0.47619047619047616,11.250134912937353
550.0,7,60.0,0.9523809523809523,11.44917918652004
555.0,5,66.0,0.9041095890410958,11.749980587861103
560.0,6,93.0,1.3478260869565217,11.407073927764575
565.0,4,79.0,1.2153846153846153,11.28191355279664
570.0,9,115.0,1.796875,11.049685089982974
575.0,6,131.0,2.1475409836065573,11.170805693736318
580.0,6,161.0,2.267605633802817,11.666313003070988
585.0,8,186.0,2.6956521739130435,10.975687004088536
590.0,11,238.0,3.606060606060606,10.47975955150336
595.0,11,271.0,4.301587301587301,10.157032996308159
600.0,11,326.0,5.344262295081967,10.652428309087911
605.0,7,318.0,4.47887323943662,10.871348258365344
610.0,10,362.0,5.323529411764706,10.508685224007834
615.0,7,70.0,1.0606060606060606,10.126660707716757
620.0,7,56.0,0.875,10.78067959457522
625.0,7,65.0,0.8904109589041096,11.328807403425545
630.0,8,102.0,1.4166666666666667,10.652649437957816
635.0,10,61.0,0.8591549295774648,10.316871275290092
640.0,12,114.0,1.6764705882352942,10.49296015906367
645.0,5,56.0,0.8484848484848485,11.00445036376848
650.0,5,81.0,1.0657894736842106,11.74816625649249
655.0,3,38.0,0.5066666666666667,11.805457115795985
660.0,7,63.0,0.875,11.170463298203302
665.0,6,34.0,0.4857142857142857,10.944321552132664
