,system_mean_speed,system_mean_waiting_time,step,system_total_stopped,system_total_waiting_time
0,13.12135139790098,0.0,5.0,0,0.0
1,12.614986909598327,0.0,10.0,0,0.0
2,12.670076051686484,0.0,15.0,0,0.0
3,13.033161255843687,0.0,20.0,0,0.0
4,12.969745669382293,0.0,25.0,0,0.0
5,13.066619885292118,0.0,30.0,0,0.0
6,12.960655546275957,0.0,35.0,0,0.0
7,12.976459001315426,0.0,40.0,0,0.0
8,11.47587685480075,0.0,45.0,0,0.0
9,11.198549759447296,0.3333333333333333,50.0,1,4.0
10,9.507399438818291,0.0,55.0,0,0.0
11,8.571774037170748,0.75,60.0,2,9.0
12,6.599036152242866,1.5,65.0,4,18.0
13,5.481737530989232,3.6666666666666665,70.0,6,44.0
14,9.638196670104412,3.0,75.0,6,72.0
15,9.750170771293424,4.25,80.0,6,102.0
16,10.49964052972868,1.7083333333333333,85.0,3,41.0
17,11.507741032150172,2.3333333333333335,90.0,3,56.0
18,11.57276510073119,2.9583333333333335,95.0,3,71.0
19,11.241797160639969,3.739130434782609,100.0,3,86.0
20,11.208045818253071,4.391304347826087,105.0,3,101.0
21,11.502415149933206,1.1818181818181819,110.0,1,26.0
22,12.071699788657698,1.4090909090909092,115.0,1,31.0
23,12.25611819490335,1.7142857142857142,120.0,1,36.0
24,11.401823550464272,1.9523809523809523,125.0,1,41.0
25,10.369300024290377,2.3333333333333335,130.0,2,49.0
26,8.906061640948959,0.7,135.0,4,14.0
27,7.689709466176691,2.0,140.0,6,38.0
28,10.09762790834935,2.607142857142857,145.0,7,73.0
29,10.283131113361083,2.9285714285714284,150.0,5,82.0
30,10.620913352084797,3.962962962962963,155.0,5,107.0
31,11.298364401254444,2.037037037037037,160.0,2,55.0
32,11.990966349052485,2.4074074074074074,165.0,2,65.0
33,12.033153703639403,2.7777777777777777,170.0,2,75.0
34,11.920052886035984,3.5416666666666665,175.0,2,85.0
35,11.894883046945898,3.9583333333333335,180.0,2,95.0
36,11.885552790447525,4.375,185.0,2,105.0
37,11.791064812340762,5.2272727272727275,190.0,2,115.0
38,11.879859385200639,5.681818181818182,195.0,2,125.0
39,8.557560355072592,0.0,200.0,0,0.0
40,7.458499638028002,1.35,205.0,7,27.0
41,6.744965649007897,3.3,210.0,9,66.0
42,6.889887330542671,4.944444444444445,215.0,7,89.0
43,9.906496734037,4.428571428571429,220.0,7,124.0
44,10.429462216062234,3.4814814814814814,225.0,4,94.0
45,11.303666070108758,4.384615384615385,230.0,4,114.0
46,12.096820575498679,0.0,235.0,0,0.0
47,13.377746923967987,0.0,240.0,0,0.0
48,13.471068468460688,0.0,245.0,0,0.0
49,13.472271685149394,0.0,250.0,0,0.0
50,13.534557249770371,0.0,255.0,0,0.0
51,13.430564185695093,0.0,260.0,0,0.0
52,13.340794176205458,0.0,265.0,0,0.0
53,12.349687645251828,0.0,270.0,0,0.0
54,9.948586463444753,0.3,275.0,3,6.0
55,7.9037292616584764,1.5294117647058822,280.0,6,26.0
56,8.711369896643449,2.5294117647058822,285.0,5,43.0
57,10.278239906054484,2.6153846153846154,290.0,5,68.0
58,10.471052350940056,3.125,295.0,4,75.0
59,10.79750987090632,3.9583333333333335,300.0,4,95.0
60,10.772205368346144,4.791666666666667,305.0,4,115.0
61,10.850173131906345,5.625,310.0,4,135.0
62,11.692483629334774,0.0,315.0,0,0.0
63,12.862303161311045,0.0,320.0,0,0.0
64,12.988435723760857,0.0,325.0,0,0.0
65,12.876359718064899,0.0,330.0,0,0.0
66,12.80129062619998,0.0,335.0,0,0.0
67,12.823492865379327,0.0,340.0,0,0.0
68,10.690814769173016,0.05555555555555555,345.0,1,1.0
69,8.578636232818944,0.11764705882352941,350.0,2,2.0
70,8.048526647342165,1.1176470588235294,355.0,5,19.0
71,8.074377592098582,1.6875,360.0,3,27.0
72,11.20145986309392,1.6785714285714286,365.0,4,47.0
73,11.704609551972634,1.0769230769230769,370.0,2,28.0
74,12.275632277830702,1.4615384615384615,375.0,2,38.0
75,12.124114861626575,2.0,380.0,2,48.0
76,12.226177768605305,2.4166666666666665,385.0,2,58.0
77,12.15542791013052,2.8333333333333335,390.0,2,68.0
78,12.090990476444029,3.25,395.0,2,78.0
79,12.70785199786099,0.0,400.0,0,0.0
80,13.074541124703346,0.0,405.0,0,0.0
81,12.757037314851061,0.0,410.0,0,0.0
82,9.780320029534893,0.3,415.0,4,6.0
83,8.30852921310813,0.85,420.0,3,17.0
84,7.974696781470396,2.473684210526316,425.0,7,47.0
85,7.043801924423317,5.466666666666667,430.0,7,82.0
86,9.929086550891016,3.4615384615384617,435.0,5,90.0
87,10.777487008566027,4.423076923076923,440.0,5,115.0
88,10.839699626924928,5.384615384615385,445.0,5,140.0
89,10.763840145048675,6.346153846153846,450.0,5,165.0
90,11.125148119464505,6.0,455.0,4,156.0
91,11.339741300924848,6.769230769230769,460.0,4,176.0
92,11.104168280498584,8.166666666666666,465.0,4,196.0
93,11.224253896174945,9.0,470.0,4,216.0
94,11.885100789568266,0.0,475.0,0,0.0
95,13.381670335547607,0.0,480.0,0,0.0
96,11.136672942236848,0.1,485.0,1,2.0
97,9.788544500652911,0.9,490.0,4,18.0
98,9.490232778796036,1.5555555555555556,495.0,4,28.0
99,10.371350655233568,2.823529411764706,500.0,4,48.0
100,11.641981763104427,0.8888888888888888,505.0,2,24.0
101,12.61417929769223,1.1724137931034482,510.0,2,34.0
102,12.474624800724818,1.5172413793103448,515.0,2,44.0
103,12.558366187897121,1.9285714285714286,520.0,2,54.0
104,12.67644067776347,2.2857142857142856,525.0,2,64.0
105,12.317235148179034,2.96,530.0,2,74.0
106,12.347485484559213,3.5,535.0,2,84.0
107,12.371794458848921,0.0,540.0,0,0.0
108,13.219832617131317,0.0,545.0,0,0.0
109,13.017746290249349,0.0,550.0,0,0.0
110,12.344237885971374,0.05,555.0,1,1.0
111,9.757272745740666,0.0,560.0,0,0.0
112,9.1232403904893,0.8125,565.0,4,13.0
113,8.915536501107319,1.2,570.0,3,18.0
114,9.165787184035734,2.2,575.0,3,33.0
115,11.098040746016686,1.962962962962963,580.0,4,53.0
116,11.28157759636579,2.8076923076923075,585.0,4,73.0
117,11.199499858584566,3.576923076923077,590.0,4,93.0
118,11.058925841949044,4.52,595.0,4,113.0
119,11.074330677929247,5.32,600.0,4,133.0
120,11.066953664093376,6.12,605.0,4,153.0
121,10.792920330313615,7.208333333333333,610.0,4,173.0
122,11.03265420554079,5.095238095238095,615.0,2,107.0
123,11.686239507288903,5.571428571428571,620.0,2,117.0
124,11.580272003066861,6.35,625.0,2,127.0
125,10.188955258302821,7.611111111111111,630.0,2,137.0
126,6.743037064795674,9.117647058823529,635.0,5,155.0
127,5.363328009831361,10.823529411764707,640.0,8,184.0
128,4.8721833158183845,14.375,645.0,10,230.0
129,8.320957046605722,10.0,650.0,10,280.0
130,8.291842593833987,11.785714285714286,655.0,10,330.0
131,8.972848448666808,10.142857142857142,660.0,6,284.0
132,10.104028917594482,11.214285714285714,665.0,6,314.0
133,10.94675770030915,2.0,670.0,2,56.0
134,12.199229264159216,2.357142857142857,675.0,2,66.0
